,평점,본문
10,5,저자극으로 유명한 제품이라해도 시중에 나와있는 선크림 대부분이 차단 지수가 높아 피부가 너무 예민한 저한텐 조금이라도 자극이 올라오더라구요 ㅠㅠ하지만 이 제품은 자외선 차단 지수도저자극으로 유명한 제품이라해도 시중에 나와있는 선크림 대부분이 차단 지수가 높아 피부가 너무 예민한 저한텐 조금이라도 자극이 올라오더라구요 ㅠㅠ하지만 이 제품은 자외선 차단 지수도 적당해서 자극없이 사용 가능했어요 !! 요즘같은 코로나 시대에 야외활동을 하는 날은 손에 꼽을 정도여서 너무 무겁지 않은 데일리 선크림으로 제격인 것 같습니다 ㅠㅠ또한 코로나로 인해 메이크업을 거의 안하는 편이여서 약간의 백탁현상있는 선크림을 원했는데 그에 맞게 적당히 톤업되면서 시간이 지나면 더욱 자연스럽게 피부표현 해줘서 좋습니당 !! 굿굿 재구매의사 1000000004개의 포토리뷰4개의 포토리뷰4개의 포토리뷰4개의 포토리뷰
11,5,요즘 피부가 많이 예민해져서 그런지 평소쓰던 자외선차단제가 맞지 않는거 같아 찾아보다가 아기들도 쓸 수 있고 연약하고 민감한 피부에 좋다고해서 사용해보게 되었어요!확실히 식물성 요즘 피부가 많이 예민해져서 그런지 평소쓰던 자외선차단제가 맞지 않는거 같아 찾아보다가 아기들도 쓸 수 있고 연약하고 민감한 피부에 좋다고해서 사용해보게 되었어요!확실히 식물성 발효성분과 병풀추출물이 들어가있어서 그런지 기초화장품을 바르는 것처럼 피부가 많이 진정되는 느낌이라 좋았어요적당한 수분과 적당한 유분이 피부의 유수분 밸런스도 잘 맞춰주는거 같았고 보습력도 있다보니 피부에 자연스러운 윤기가 흘러요!자외선 차단지수는 낮은편이지만 쿠션이나 파운데이션에도 자외선 차단기능이 있어서 크게 신경이 쓰이진 않았어요 백탁현상이 있는것 같지만 톡톡톡 두드려주면 자연스럽게 톤업이 되어 쌩얼 연출하기에도 좋았답니다!5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰
12,4,요즘 미세먼지다 마스크다 뭐다해서 피부가 많이 예민해졌는데 물론 제가 사용할 거지만아이가 써도 되는 제품이라고해서 순하겠다 싶어 구입했어요일반 썬크림처럼 크림제형이고 바르고나면 처요즘 미세먼지다 마스크다 뭐다해서 피부가 많이 예민해졌는데 물론 제가 사용할 거지만아이가 써도 되는 제품이라고해서 순하겠다 싶어 구입했어요일반 썬크림처럼 크림제형이고 바르고나면 처음에는 끈적임이 느껴졌지만조금만 지나니까 바로 스며들어서 촉촉하게 그런데도 보송하게 마무리돼요아마도 9가지 에센스 오일을 넣어서 그런가봐요?향은 처음에는 아로마 향이 나다가 나중에는 상큼한 레몬향이 나고백탁현상이 살짝 있지만 저는 얼굴에 톤업크림 효과를 주는 것 같아서 좋네요피부트러블때문에 호랑이풀비누 사용하고 있는데 아토보스 썬크림에 호랑이풀 추출물이 들어있다고 해서 피부진정에 도움을 주지않을까 기대해보려구요 !5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰
13,5,후기도 좋고 평도 좋고 가격도 착하길래 구매해봤는데 정말 좋아요어떻게 이가격에 이 퀄리티를 판매하시는지 정말 대단합니다아이들이 피부가 예민해서 순한 성분 선크림 알아보다가 구매했후기도 좋고 평도 좋고 가격도 착하길래 구매해봤는데 정말 좋아요어떻게 이가격에 이 퀄리티를 판매하시는지 정말 대단합니다아이들이 피부가 예민해서 순한 성분 선크림 알아보다가 구매했는데 만족스러워요발림도 좋고 살짝 하얗지만 금새 피부톤과 자연스러워 지더라구요아이도 눈 안따갑고 좋다고 잘 챙겨바르네요잘쓸게요 감사합니다4개의 포토리뷰4개의 포토리뷰4개의 포토리뷰4개의 포토리뷰
14,5,마스크끼고다니다보니까 화장안할때도 많고 화장했을 때 얼굴에 트러블도 많이 생기고 해서 순한 선크림으로 구매해봤어요향이 꽃향이나 베이비파우더향이 아니라 식물향이라서 더 좋고 얼굴에마스크끼고다니다보니까 화장안할때도 많고 화장했을 때 얼굴에 트러블도 많이 생기고 해서 순한 선크림으로 구매해봤어요향이 꽃향이나 베이비파우더향이 아니라 식물향이라서 더 좋고 얼굴에 색이 다르게 얼룩짐이 없어서 좋고 찝찝함도 없어요 순하고 크림바르듯이 맨질맨질하게 발려서 딱이에요!동생선크림 샀다가 제가 씁니다ㅠㅠ 하나 더 사야겠어요동영상7개의 포토리뷰동영상7개의 포토리뷰7개의 포토리뷰7개의 포토리뷰7개의 포토리뷰7개의 포토리뷰7개의 포토리뷰
15,5,상품평이 많아서 구매했어요8천개 정도의 리뷰라면 광고로 할 수 있는 수준이 아닌것 같아서요ㅎㅎ16개월 아기가 계속 피부가 약하고 병원갈일이 많아 성분보고 열심히 골랐어요지난 상품평이 많아서 구매했어요8천개 정도의 리뷰라면 광고로 할 수 있는 수준이 아닌것 같아서요ㅎㅎ16개월 아기가 계속 피부가 약하고 병원갈일이 많아 성분보고 열심히 골랐어요지난 주말에 첨으로 사용해서 외출했는데 쓱쓱 잘발리고 아이 피부에도 전혀 문제없이 잘 사용했어요가격도 착해서 다 쓰면 또 재구매 할 것 같아요4개의 포토리뷰4개의 포토리뷰4개의 포토리뷰4개의 포토리뷰
16,5,아이들도 쓸수 있는 무기자차 썬크림이라고 해서사봤는데 유명한건 이유가 있네요  어른들이 사용하기도 너무 순하고 좋은거 같아요처음에 발랐을땐 꾸덕해서 당황했는데흡수 시키고 나니 아이들도 쓸수 있는 무기자차 썬크림이라고 해서사봤는데 유명한건 이유가 있네요  어른들이 사용하기도 너무 순하고 좋은거 같아요처음에 발랐을땐 꾸덕해서 당황했는데흡수 시키고 나니 완전 촉촉해져서 좋아요! 코로나때문에 화장도 잘 안하게 되는데이것만 발라도 얼굴이 환한 느낌이 들어서수시로 겹겹이 바르면 좋을 것 같아요4개의 포토리뷰4개의 포토리뷰4개의 포토리뷰4개의 포토리뷰
17,5,천사연구소 제가 애정하는 브랜드예용 ㅎㅎ우리 아기들의 피부를 지켜줄 아토보스 썬크림 뒷면에 보면 전성분표시가 정말 상세하게 적혀있답니다읽어보시면 정말 피부에 좋을거같은 성분들천사연구소 제가 애정하는 브랜드예용 ㅎㅎ우리 아기들의 피부를 지켜줄 아토보스 썬크림 뒷면에 보면 전성분표시가 정말 상세하게 적혀있답니다읽어보시면 정말 피부에 좋을거같은 성분들로만 가득 차있답니다이 많은 성분들이 썬크림안에 다 들어있다니 정말 천사연구소 칭찬해 그리고 제일 중요한건 이 화장품엔 정제수 대신 병풀추출물이 들어가있어요 병풀추출물은 호랑이풀이이랑 같은 아이예여호랑이풀은 진정효과가 뛰어나죠?아토보스 썬크림 정말 진짜 대박 순한 아기들 피부에 딱 제격인 썬크림인거같아요자외선차단지수도 어른인 제가 데일리용으로도 딱 제격!무엇보다 베이비썬크림이라 아이들피부에 순하게 흡수!!향도 부담스럽지 않게 은은한 향이예요5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰
18,5,딸아이가 썬크림 바르는거 정말 싫어하는데요이 제품은 발림성도 좋을뿐만 아니라 향까지 넘나 좋아서 딸아이가 좋아하네요 다른제품 바르면 답답한 감이 있는데 저도 한번 발라봤는데 피딸아이가 썬크림 바르는거 정말 싫어하는데요이 제품은 발림성도 좋을뿐만 아니라 향까지 넘나 좋아서 딸아이가 좋아하네요 다른제품 바르면 답답한 감이 있는데 저도 한번 발라봤는데 피부가 안답답하고 넘 좋네여 많이파세여5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰
19,5,슬슬 봄도 오고 여름도 올텐데 우리 아기 첫 썬크림을 뭘로 사야하나 고민하고 찾아보다가 무기자차선크림으로 선택하게 되었어요 아직 아기라서 얼굴에 살짝 아주 소량 톡톡 발라줬는데 슬슬 봄도 오고 여름도 올텐데 우리 아기 첫 썬크림을 뭘로 사야하나 고민하고 찾아보다가 무기자차선크림으로 선택하게 되었어요 아직 아기라서 얼굴에 살짝 아주 소량 톡톡 발라줬는데 좋아하네요 아기에게 소량만 바르니 넘 오래 쓸 것 같아서 저도 발라봤는데 얼굴도 환해지고 만족해요 저도 아기랑 같이 써야겠어요저자극 선크림이라서 아기가 바르기에 안심도 되고 병풀추출물이 함유되어 있어서 오히려 피부가 진정되는 효과까지 있다고 하니 믿고 꾸준히 써봐야겠어요3개의 포토리뷰3개의 포토리뷰3개의 포토리뷰
20,5,아이와 함께 쓸 수 있는 선크림을 찾아보다 다들 후기가 좋아서 구입했어요사용해보니 왜 사람들이 아토보스 무기자차 선크림을 찾는지 알겠네요!톡톡 두드리 듯 바르니 백탁현상 없구요발림아이와 함께 쓸 수 있는 선크림을 찾아보다 다들 후기가 좋아서 구입했어요사용해보니 왜 사람들이 아토보스 무기자차 선크림을 찾는지 알겠네요!톡톡 두드리 듯 바르니 백탁현상 없구요발림 또한 부드럽고 촉촉함은 유지되면서피부 톤 업 까지! 피부 안정성 평가와 인체 적용 시험을 통해무자극 물질로 판단 된 제품이라니더 믿을 수 있겠죠? 병풀추출물 99 함유로 연약한 우리 아이 피부에도 합격선크림은 이걸로 정착하려구요5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰
21,5,자외선이 많은 여름이 다가오고 있어외출도 늘게되고 작년 쓰던거는 올해쓰지 찝찝하자나요새로 구입하려 순한썬크림을 엄청 찾아보았어요 아토버스 베이비썬크림은 주의성분 1도 없는 천자외선이 많은 여름이 다가오고 있어외출도 늘게되고 작년 쓰던거는 올해쓰지 찝찝하자나요새로 구입하려 순한썬크림을 엄청 찾아보았어요 아토버스 베이비썬크림은 주의성분 1도 없는 천연자연성분으로 만든 천연썬그림이여서 바로 구매하게 되었지요아이가 쓰는 크림들은전성분을 꼼꼼하게 찾아보게 되요자외선치수는 spf29pa라 물놀이시나 오랜시간의 외출시 한번더 덧발라주면 좋을것같아요무기자차 선크림아라 백탁현상은 조금 있어요부드러운 크림재형이라바른후 톡톡 두들겨주면 사르르 사라집니다광택이 살짝 돌면서 끈적이지 않고 특히 눈에 들어가도 따갑지 않는 제품이라 물놀이할때 아이들에게 딱좋을것같아요5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰
22,5,외출이 많은 남매에요  그런 아이들에게 썬크림은 선택이 아닌 필수입니다 단순히 아이 피부가 타는것만이 아닌 피부 상태도 안좋게 하는 부분이라 엄마로서 썬크림의 성분 하나하나 살외출이 많은 남매에요  그런 아이들에게 썬크림은 선택이 아닌 필수입니다 단순히 아이 피부가 타는것만이 아닌 피부 상태도 안좋게 하는 부분이라 엄마로서 썬크림의 성분 하나하나 살펴보게 되더라구요 그러다 찾게 된 저희 아이들의 썬크림은 아토보스 인리치드 무기자차 썬크림입니다  용량이 50ml라서 크지 않은 사이즈에요 사실 썬크림은 가지고 다니면서 수시로 발라야 효과외출시 23시간 마다 덧발라야 효과가 있음가 있다고 해서 큰거보다는 휴대할 수 있는 사이즈가 좋은데 그런면에서 아토보스 인리치드 무기자차 썬크림은 딱인거 같아요아무래도 아이에게 사용하는 제품이다 보니 자극성이 있다면 사용하고 싶지 않은데 피부 자극 테스트까지 완료 했다니 믿고 쓸 수 있는 거 같아요 피부 안정성 평가 및 인체 적용 시험을 통해 무자극 물질로 판단 된 제품이기도 한 아토보스 인리치드 무기자차 썬크림입니다 아무리 테스트를 완료해도 바르거나 지울 때 아이가 힘들어 하면 꺼리게 되는데 아토보스 인리치드 무기자차 썬크림은 23번 정도 손으로 문지르면 흡수가 되고 세안시에도 로션으로 부드럽게 녹여 휴지로 닦고 세안했더니 잘 지워지더라구요  아토보스 인리치드 무기자차 썬크림은 나오는 구멍 크기가 적당해요 너무 작거나 크면 바르는데 힘든데 아토보스 인리치드 무기자차 썬크림은 크기가 적당해서 바르기에 편리하더라구요 손으로 그냥 쓱쓱해도 잘 발리는 아토보스 인리치드 무기자차 썬크림이에요 !! 잠시도 가만히 안있는 아이들에게 안성맞춤인듯합니다동영상3개의 포토리뷰3개의 포토리뷰3개의 포토리뷰
23,5,선크림인데도 백탁현상없어 아이들도 자연스럽게 바르고 외출할 수 있어서 너무 좋았어요  사실 선크림이라고 하면 여름에만 필요한 제품인줄 알았는데 아이를 낳고보니 자외선으로부터 피선크림인데도 백탁현상없어 아이들도 자연스럽게 바르고 외출할 수 있어서 너무 좋았어요  사실 선크림이라고 하면 여름에만 필요한 제품인줄 알았는데 아이를 낳고보니 자외선으로부터 피부보호하기위해서는 계절 상관없이 사계절내내 발라야한다는걸 알았어요 아이들 피부는 성인보다 예민하고 조심해야하니까 더 신경쓰게되더라고요  아토보스 선크림 장만하고 어린이집 갈때나 주말에 나들이 갈때나 항상 외출전 필수품이 되어버렸어요 ㅋㅋ 다 쓰면 또 구매해야겠어요3개의 포토리뷰3개의 포토리뷰3개의 포토리뷰
24,5,선크림은 매일 발라야 하잖아요 그래서 아가랑 같이쓰려고 구입했는데 순하고 좋은 것 같아요!일상생활에서는 spf29정도면 충분한 것 같고 병풀추출물이 함유되서 피부진정에도 좋으니까선크림은 매일 발라야 하잖아요 그래서 아가랑 같이쓰려고 구입했는데 순하고 좋은 것 같아요!일상생활에서는 spf29정도면 충분한 것 같고 병풀추출물이 함유되서 피부진정에도 좋으니까 같이쓰기 딱 좋네용발림성이 조금 걱정됐는데 수분크림처럼 촉촉하게 잘 발려서 맘에듭니당요즘 비가 많이오는데 비올때도 자외선차단 필수라니까 매일 부지런히 발라주려구용5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰
25,5,사실 이 썬크림은 처음 사용해보는거고다 거기서 거기겠지 선크림이야 비슷하겠지 했는데 생각했던거와 다르게 어린 아이들까지 쉽게 사용할수있도록 정말 순하디 순하고 자극하나 없고 부드사실 이 썬크림은 처음 사용해보는거고다 거기서 거기겠지 선크림이야 비슷하겠지 했는데 생각했던거와 다르게 어린 아이들까지 쉽게 사용할수있도록 정말 순하디 순하고 자극하나 없고 부드럽게 발려서 놀랐어요! 저도 피부가 예민한편인데 발랐을때 촉촉하기도 하고 요즘 피부트러블도 심해 화장하면 들뜨고 뭉쳐서 걱정이였는데 썬크림 바르니 뭉치고 들뜸현상 없이 제 피부에 너무 하얗게 들뜨지도않고 피부톤 맞춰 스며들어 너무 좋아요!!! 앞으로 이것만 챙겨 바를거같아요 친구 애기도 사용해보라고 선물 해주려구요5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰
26,5,로션바르는 듯한 텍스쳐라서 보드랍게 잘 펴발라지고 촉촉하게 마무리되서 좋으네요 아이들 성인들 함께 사용할 수 있는 선크림이라 그런지 엄청 순하다는 느낌을 받아요 용량이 조금 로션바르는 듯한 텍스쳐라서 보드랍게 잘 펴발라지고 촉촉하게 마무리되서 좋으네요 아이들 성인들 함께 사용할 수 있는 선크림이라 그런지 엄청 순하다는 느낌을 받아요 용량이 조금 더 크면 부담없이 바를 수 있고 더욱 좋을 것 같아용  눈에 들어가도 시림현상같은게 안 느껴져서 만족스럽습니다  어른이든 아이이든 데일리 편한 선크림으로 적격인 것 같습니다  33개의 포토리뷰3개의 포토리뷰3개의 포토리뷰
27,5,역시 베이비 선크림이라 순하네요눈시림 전혀 없고요 바르고 나면 백탁현상이 좀 있어요요즘 코로나때문에 화장 안하고 선크림만 바르는데 얼굴이 톤업크림 바른 것 처럼 살짝 환해지는역시 베이비 선크림이라 순하네요눈시림 전혀 없고요 바르고 나면 백탁현상이 좀 있어요요즘 코로나때문에 화장 안하고 선크림만 바르는데 얼굴이 톤업크림 바른 것 처럼 살짝 환해지는게 마음에 들어요꾸덕한 제형이라 많은양이 아닌 소량으로 펴발라주면 은은한 윤광이 돌면서 피부가 진짜 예뻐보여요 끈적임은 없었어요써보니까 왜 1위 제품인지 알겠더라고요이렇게 괜찮을 줄 알았으면 두 개 주문할걸11이 훨씬 저렴하더라고요ㅠ다 쓰면 무조건 원쁠원으로 주문할래요 0행사 사라지면 아니되옵니다5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰5개의 포토리뷰
